Feature	Log2FC(median)	Log2FC(mean)	ModeratedT(Stats)	ModeratedT(P-value)	FDR	-Log10(FDR)	Significance	Gene	group1_label	group2_label	n_group1_total	n_group2_total	n_group1_nonmissing	n_group2_nonmissing	group1_mean	group2_mean	group1_median	group2_median	AbsLog2FC(mean)	AbsLog2FC(median)
GP1BB	2.3278107540493895	2.339501622512454					U	GP1BB	GG1	GG3	5	31	1	10	2.25348497769007	-0.08601664482238362	2.25348497769007	-0.0743257763593196	2.339501622512454	2.3278107540493895
TATDN2	1.9939825341028157	2.01833453872495					U	TATDN2	GG1	GG3	5	31	1	17	2.0173432897459	-0.0009912489790498279	2.0173432897459	0.0233607556430844	2.01833453872495	1.9939825341028157
ZBTB34	1.944050276729794	1.962692817797486					U	ZBTB34	GG1	GG3	5	31	2	12	1.65916655051172	-0.30352626728576615	1.65916655051172	-0.284883726218074	1.962692817797486	1.944050276729794
ELAPOR2	1.9329687334048986	2.027206684600998					U	ELAPOR2	GG1	GG3	5	31	1	8	1.91099540120253	-0.11621128339846803	1.91099540120253	-0.021973332202368495	2.027206684600998	1.9329687334048986
RHAG	1.875083227351637	1.3689768598016685					U	RHAG	GG1	GG3	5	31	2	8	1.118894022990987	-0.25008283681068166	1.118894022990987	-0.75618920436065	1.3689768598016685	1.875083227351637
MAP6D1	1.8222665660622153	1.548975888834544					U	MAP6D1	GG1	GG3	5	31	1	4	0.0880184619874402	-1.4609574268471037	0.0880184619874402	-1.734248104074775	1.548975888834544	1.8222665660622153
DISC1	1.805388499588848	1.700355936240879					U	DISC1	GG1	GG3	5	31	1	13	1.5092706153613	-0.19108532087957905	1.5092706153613	-0.296117884227548	1.700355936240879	1.805388499588848
CORIN	1.7836320418078508	2.333265797619342					U	CORIN	GG1	GG3	5	31	3	15	1.7748339790401264	-0.5584318185792159	1.13319572536177	-0.650436316446081	2.333265797619342	1.7836320418078508
CDC25C	-1.782959848124994	-1.4174518256228026					D	CDC25C	GG1	GG3	5	31	1	3	0.114644599475406	1.5320964250982085	0.114644599475406	1.8976044476004	1.4174518256228026	1.782959848124994
PLA2G2A	1.670275876969685	0.9364436169386022	1.2881791683006623	0.2054725662924076	0.7818375287954562	0.10688348693830546	U	PLA2G2A	GG1	GG3	5	31	5	31	0.45215051127527295	-0.4842931056633293	0.824745668776417	-0.845530208193268	0.9364436169386022	1.670275876969685
KIF20B	1.652182617084358	1.8525341423617632					U	KIF20B	GG1	GG3	5	31	1	15	2.09093635752142	0.23840221515965698	2.09093635752142	0.438753740437062	1.8525341423617632	1.652182617084358
PTPRO	1.630747814712498	1.5695296102284166					U	PTPRO	GG1	GG3	5	31	1	3	0.976945934508585	-0.5925836757198316	0.976945934508585	-0.653801880203913	1.5695296102284166	1.630747814712498
FASLG	1.5855259808645659	1.4278279637057798					U	FASLG	GG1	GG3	5	31	2	14	0.937801821625917	-0.49002614207986295	0.937801821625917	-0.6477241592386489	1.4278279637057798	1.5855259808645659
TMEM104	1.5721815459353476	1.606510145164582					U	TMEM104	GG1	GG3	5	31	1	10	1.06744699042535	-0.5390631547392319	1.06744699042535	-0.5047345555099975	1.606510145164582	1.5721815459353476
CAMK2A	-1.52569340358208	-0.9226865867122225					D	CAMK2A	GG1	GG3	5	31	2	11	-1.771546706187793	-0.8488601194755705	-1.771546706187793	-0.245853302605713	0.9226865867122225	1.52569340358208
RDH16	1.5198298839176068	1.3552220562714723					U	RDH16	GG1	GG3	5	31	2	16	0.9151307639508928	-0.4400912923205796	0.9151307639508928	-0.604699119966714	1.3552220562714723	1.5198298839176068
HOXD8	1.48598588187864	1.6584359980697236					U	HOXD8	GG1	GG3	5	31	2	9	1.153722767311215	-0.5047132307585086	1.153722767311215	-0.332263114567425	1.6584359980697236	1.48598588187864
GINM1	1.4427691725643819	1.4129663068461062					U	GINM1	GG1	GG3	5	31	1	3	1.12600774704768	-0.2869585597984263	1.12600774704768	-0.316761425516702	1.4129663068461062	1.4427691725643819
LGI4	1.3973759518367865	1.4753520509099536					U	LGI4	GG1	GG3	5	31	1	6	0.999809882097875	-0.4755421688120786	0.999809882097875	-0.3975660697389115	1.4753520509099536	1.3973759518367865
NUDT7	1.39724824139067	1.3482784442539835					U	NUDT7	GG1	GG3	5	31	1	7	1.46268094589306	0.1144025016390766	1.46268094589306	0.0654327045023901	1.3482784442539835	1.39724824139067
MYL2	-1.37724922101285	-0.27342883134102736	-0.4245078763086814	0.6735893665965418	0.9378347362296138	0.027873685573005246	D	MYL2	GG1	GG3	5	31	5	31	-1.8172414998932993	-1.543812668552272	-2.43330378187785	-1.056054560865	0.27342883134102736	1.37724922101285
GDF15	1.372798408416806	1.3673543005741675	2.570003008480864	0.014214755169388218	0.7409386929091899	0.13021772512827332	U	GDF15	GG1	GG3	5	31	5	31	0.9883677156106601	-0.3789865849635075	0.950242332865374	-0.422556075551432	1.3673543005741675	1.372798408416806
RAPGEF3	1.365868785935134	1.1377084118014023					U	RAPGEF3	GG1	GG3	5	31	1	3	1.08173979774709	-0.055968614054312325	1.08173979774709	-0.284128988188044	1.1377084118014023	1.365868785935134
PDGFA	1.347010921421844	1.40064748623278	3.68709505173259	0.0007059111731301447	0.5768288393744804	0.238953034578336	U	PDGFA	GG1	GG3	5	31	5	31	1.357857681740995	-0.042789804491784954	1.11042729240553	-0.236583629016314	1.40064748623278	1.347010921421844
WIF1	1.307726970087904	0.7858197439413772	1.387294729483109	0.17465052501075717	0.7673471984241792	0.11500808814781299	U	WIF1	GG1	GG3	5	31	4	27	0.481934109075472	-0.30388563486590514	0.6230057753034051	-0.684721194784499	0.7858197439413772	1.307726970087904
FSD1	1.3054426480795664	1.3469364694725894					U	FSD1	GG1	GG3	5	31	1	12	1.26679718397204	-0.08013928550054931	1.26679718397204	-0.038645464107526506	1.3469364694725894	1.3054426480795664
JADE1	1.3007966183189559	0.9164730394855841					U	JADE1	GG1	GG3	5	31	3	19	1.000757190189802	0.08428415070421787	1.18012606901866	-0.120670549300296	0.9164730394855841	1.3007966183189559
S100A7	1.2969195668854219	1.2376950502705222					U	S100A7	GG1	GG3	5	31	2	15	0.7978595877886959	-0.43983546248182626	0.7978595877886959	-0.499059979096726	1.2376950502705222	1.2969195668854219
NRK	1.2735659905074312	1.0691674780041207					U	NRK	GG1	GG3	5	31	1	8	1.08327669644618	0.014109218442059306	1.08327669644618	-0.19028929406125122	1.0691674780041207	1.2735659905074312
C1orf112	1.2638524890435805	1.2332337107598672					U	C1orf112	GG1	GG3	5	31	1	7	1.17900953659133	-0.05422417416853725	1.17900953659133	-0.0848429524522505	1.2332337107598672	1.2638524890435805
TNNC1	-1.2552560169584999	-0.47001404512068223	-0.9582362342059627	0.34400098827491976	0.823546907951815	0.08431165905106384	D	TNNC1	GG1	GG3	5	31	5	31	-1.9231307746237747	-1.4531167295030925	-2.57373908162498	-1.31848306466648	0.47001404512068223	1.2552560169584999
MSANTD1	1.244270820191689	0.9755111889505201					U	MSANTD1	GG1	GG3	5	31	1	12	0.563134592972893	-0.41237659597762705	0.563134592972893	-0.681136227218796	0.9755111889505201	1.244270820191689
DNAJC14	1.2377146262582066	1.1754751819929097					U	DNAJC14	GG1	GG3	5	31	1	6	0.965949052917415	-0.20952612907549464	0.965949052917415	-0.27176557334079154	1.1754751819929097	1.2377146262582066
SRGN	1.2260216392585948	1.232677617496599					U	SRGN	GG1	GG3	5	31	1	3	1.12775865393038	-0.10491896356621877	1.12775865393038	-0.0982629853282146	1.232677617496599	1.2260216392585948
TRIM46	1.225964383902328	1.2786597577958914					U	TRIM46	GG1	GG3	5	31	1	3	0.804415754283308	-0.4742440035125834	0.804415754283308	-0.42154862961902	1.2786597577958914	1.225964383902328
AHSP	1.221282369048498	0.6723670710264825	1.2982416418414136	0.2020287053703503	0.7796319977940025	0.10811034479788223	U	AHSP	GG1	GG3	5	31	5	31	0.08850855443369121	-0.5838585165927913	0.370700043742601	-0.850582325305897	0.6723670710264825	1.221282369048498
PLEKHH3	1.217310805804256	1.1016883726872748					U	PLEKHH3	GG1	GG3	5	31	1	5	0.579655164990214	-0.5220332076970609	0.579655164990214	-0.637655640814042	1.1016883726872748	1.217310805804256
ENSG00000288796	1.217267666480894	0.6065904142444344	0.9975308368804248	0.3248169186336935	0.8132533673606556	0.08977412980064478	U	ENSG00000288796	GG1	GG3	5	31	5	31	0.23236686157558264	-0.37422355266885177	0.41749675348473	-0.799770912996164	0.6065904142444344	1.217267666480894
TMEM65	1.2119502527779444	1.2172295128070654					U	TMEM65	GG1	GG3	5	31	1	12	0.919729867664007	-0.2974996451430585	0.919729867664007	-0.2922203851139375	1.2172295128070654	1.2119502527779444
RHCE	1.2061601756120377	1.3934993381674794					U	RHCE	GG1	GG3	5	31	2	18	1.11255555584246	-0.2809437823250193	1.11255555584246	-0.0936046197695776	1.3934993381674794	1.2061601756120377
LCMT2	1.201248256692748	1.0888938804925357					U	LCMT2	GG1	GG3	5	31	1	7	1.28858104367603	0.19968716318349441	1.28858104367603	0.0873327869832821	1.0888938804925357	1.201248256692748
NDNF	1.1958471219492495	1.0953480204346517					U	NDNF	GG1	GG3	5	31	2	11	1.0591001301709875	-0.03624789026366418	1.0591001301709875	-0.136746991778262	1.0953480204346517	1.1958471219492495
DNASE1	1.1821705580372739	0.9880177404995751					U	DNASE1	GG1	GG3	5	31	3	19	0.6948459459618127	-0.29317179453776243	0.864367725501083	-0.317802832536191	0.9880177404995751	1.1821705580372739
VSIG2	1.171661048471875	0.8848934046643536					U	VSIG2	GG1	GG3	5	31	3	21	0.6734532607536723	-0.21144014391068136	0.886606958229144	-0.285054090242731	0.8848934046643536	1.171661048471875
CCNQ	1.156521329968972	1.156422259828211					U	CCNQ	GG1	GG3	5	31	1	7	0.746217140894339	-0.410205118933872	0.746217140894339	-0.410304189074633	1.156422259828211	1.156521329968972
EDIL3	1.151609021159239	1.1557624888651536					U	EDIL3	GG1	GG3	5	31	1	3	0.767475080738441	-0.38828740812671264	0.767475080738441	-0.384133940420798	1.1557624888651536	1.151609021159239
ANKRD65	1.1512905818920236	1.0934042798080572					U	ANKRD65	GG1	GG3	5	31	2	11	0.8891519162733806	-0.2042523635346765	0.8891519162733806	-0.262138665618643	1.0934042798080572	1.1512905818920236
ADRB2	1.150364517360874	0.9762254563130413					U	ADRB2	GG1	GG3	5	31	3	21	0.5231666461968505	-0.45305881011619076	0.676531305192398	-0.473833212168476	0.9762254563130413	1.150364517360874
KLF5	-1.1454694990008816	-1.1470167453695133					D	KLF5	GG1	GG3	5	31	1	4	-0.443894141460675	0.7031226039088383	-0.443894141460675	0.7015753575402065	1.1470167453695133	1.1454694990008816
DKK2	1.141662347471476	1.2844652298517398					U	DKK2	GG1	GG3	5	31	1	9	1.69996390537383	0.41549867552209013	1.69996390537383	0.558301557902354	1.2844652298517398	1.141662347471476
HBD	1.137598253889577	0.42916200925624165	0.7368747854988371	0.4657239145828019	0.8703959048616644	0.0602831609595047	U	HBD	GG1	GG3	5	31	5	31	-0.07781540827224216	-0.5069774175284838	0.2452824499766	-0.892315803912977	0.42916200925624165	1.137598253889577
GP1BA	1.1182319223487225	0.8718878694300942					U	GP1BA	GG1	GG3	5	31	2	11	0.8980757861046864	0.026187916674592172	0.8980757861046864	-0.220156136244036	0.8718878694300942	1.1182319223487225
AKIRIN2	1.1165676288119146	0.9669660531340398					U	AKIRIN2	GG1	GG3	5	31	1	6	0.88531344086504	-0.08165261226899982	0.88531344086504	-0.23125418794687452	0.9669660531340398	1.1165676288119146
ODAD2	1.114575794859274	1.0577384623941375					U	ODAD2	GG1	GG3	5	31	2	17	1.025332094888497	-0.03240636750564054	1.025332094888497	-0.0892436999707771	1.0577384623941375	1.114575794859274
EMP3	1.107359463837805	1.032614875792486					U	EMP3	GG1	GG3	5	31	1	7	0.672283083526207	-0.3603317922662789	0.672283083526207	-0.435076380311598	1.032614875792486	1.107359463837805
KL	1.1045553277066282	1.1080460513316683					U	KL	GG1	GG3	5	31	2	8	0.7946166036191488	-0.3134294477125196	0.7946166036191488	-0.3099387240874795	1.1080460513316683	1.1045553277066282
DPEP1	-1.101010513876672	-1.3252050229785959					D	DPEP1	GG1	GG3	5	31	2	7	-0.728161955008519	0.5970430679700768	-0.728161955008519	0.372848558868153	1.3252050229785959	1.101010513876672
PCDHGB7	1.099253641781734	0.7547780840473807					U	PCDHGB7	GG1	GG3	5	31	1	3	-0.150527409447186	-0.9053054934945667	-0.150527409447186	-1.24978105122892	0.7547780840473807	1.099253641781734
CCN1	1.097354884328401	0.7583615893977005	2.4261115394752797	0.020117111058474788	0.7409386929091899	0.13021772512827332	U	CCN1	GG1	GG3	5	31	5	31	0.7078819631530974	-0.050479626244603136	0.945909622262474	-0.151445262065927	0.7583615893977005	1.097354884328401
KLK13	1.093348509287483	1.116108672328087					U	KLK13	GG1	GG3	5	31	2	9	1.202834302574351	0.0867256302462639	1.202834302574351	0.109485793286868	1.116108672328087	1.093348509287483
NUFIP1	1.091061878432879	1.228012073842249					U	NUFIP1	GG1	GG3	5	31	2	15	1.252079423623077	0.02406734978082782	1.252079423623077	0.161017545190198	1.228012073842249	1.091061878432879
CEACAM5	1.0818318269810279	1.1200753117507205					U	CEACAM5	GG1	GG3	5	31	1	6	0.946386106853742	-0.1736892048969784	0.946386106853742	-0.13544572012728576	1.1200753117507205	1.0818318269810279
CMA1	1.064221561662049	0.8426289067408768	2.651790129794978	0.011614555664729168	0.7409386929091899	0.13021772512827332	U	CMA1	GG1	GG3	5	31	5	31	0.5681823395325714	-0.27444656720830546	0.743395333668214	-0.320826227993835	0.8426289067408768	1.064221561662049
ZRANB3	-1.061953553955334	-0.7727800228081376					D	ZRANB3	GG1	GG3	5	31	1	7	-0.433700865457721	0.3390791573504166	-0.433700865457721	0.628252688497613	0.7727800228081376	1.061953553955334
IGF1	1.0589888916523325	0.6123474764812586					U	IGF1	GG1	GG3	5	31	3	16	0.45507430820495937	-0.15727316827629925	0.74856504235732	-0.3104238492950125	0.6123474764812586	1.0589888916523325
ZNF320	1.04840925074524	0.9174196443934346					U	ZNF320	GG1	GG3	5	31	1	3	1.24127433691234	0.3238546925189055	1.24127433691234	0.1928650861671	0.9174196443934346	1.04840925074524
ACCS	1.0466675853025595	1.0800141649485162					U	ACCS	GG1	GG3	5	31	1	8	0.910629872850043	-0.1693842920984731	0.910629872850043	-0.13603771245251656	1.0800141649485162	1.0466675853025595
ZNF7	1.046491377604141	1.09893516435258					U	ZNF7	GG1	GG3	5	31	1	11	0.869974822452416	-0.2289603419001639	0.869974822452416	-0.176516555151725	1.09893516435258	1.046491377604141
ADAM8	1.0457673149030935	1.1128035771470377					U	ADAM8	GG1	GG3	5	31	1	3	0.971156843458223	-0.14164673368881475	0.971156843458223	-0.0746104714448705	1.1128035771470377	1.0457673149030935
PAGE4	1.039453056287085	0.7007509946169912	1.8774721275238544	0.0681452555110913	0.7409386929091899	0.13021772512827332	U	PAGE4	GG1	GG3	5	31	5	31	0.29312293931340483	-0.4076280553035863	0.760431587724891	-0.279021468562194	0.7007509946169912	1.039453056287085
ADIPOQ	1.0322413962349701	0.9787421189975174					U	ADIPOQ	GG1	GG3	5	31	2	19	0.881361996037175	-0.09738012296034237	0.881361996037175	-0.150879400197795	0.9787421189975174	1.0322413962349701
SPRED2	1.0321976138259084	1.0607159764627483					U	SPRED2	GG1	GG3	5	31	2	11	0.9997847110125271	-0.06093126545022125	0.9997847110125271	-0.0324129028133813	1.0607159764627483	1.0321976138259084
HBB	1.025269237354392	0.5269043415540995	0.9500318044079294	0.3480995999382552	0.8249711053695575	0.08356126235712442	U	HBB	GG1	GG3	5	31	5	31	0.06608857095456985	-0.4608157705995296	0.196286246473071	-0.828982990881321	0.5269043415540995	1.025269237354392
SMIM24	1.023300348683879	0.6898585597977681					U	SMIM24	GG1	GG3	5	31	3	21	0.599762486204733	-0.09009607359303505	0.789782762075095	-0.233517586608784	0.6898585597977681	1.023300348683879
PRX	1.0129680601759086	0.6817433347538565					U	PRX	GG1	GG3	5	31	2	5	0.6654699921645285	-0.01627334258932798	0.6654699921645285	-0.34749806801138	0.6817433347538565	1.0129680601759086
FBXL19	1.011162232572591	1.0131855065898723					U	FBXL19	GG1	GG3	5	31	1	3	0.825188109154375	-0.18799739743549734	0.825188109154375	-0.185974123418216	1.0131855065898723	1.011162232572591
SLC38A5	-1.008154255222601	-0.8175769028657255					D	SLC38A5	GG1	GG3	5	31	1	3	-0.179892725246416	0.6376841776193095	-0.179892725246416	0.828261529976185	0.8175769028657255	1.008154255222601
EPHA7	1.0020487180286106	0.7053279836066763	3.3474189381074737	0.0018485624353332052	0.7409386929091899	0.13021772512827332	U	EPHA7	GG1	GG3	5	31	5	31	0.7135175047374	0.008189521130723822	0.968823688939881	-0.0332250290887295	0.7053279836066763	1.0020487180286106
MAP3K8	0.9964195945603729	0.953886689878661					U	MAP3K8	GG1	GG3	5	31	1	6	0.923339457671094	-0.030547232207566943	0.923339457671094	-0.0730801368892788	0.953886689878661	0.9964195945603729
SFR1	-0.9917933242310222	-0.9259458734692234					D	SFR1	GG1	GG3	5	31	1	6	-1.21561833706825	-0.28967246359902665	-1.21561833706825	-0.22382501283722794	0.9259458734692234	0.9917933242310222
PIK3IP1	0.990885490280829	0.9709498236844569					U	PIK3IP1	GG1	GG3	5	31	2	18	0.8514613004874689	-0.11948852319698794	0.8514613004874689	-0.13942418979336	0.9709498236844569	0.990885490280829
CA2	0.990544210994286	0.6370366478120253	1.1816895168699497	0.2446714170999095	0.7888929424177169	0.10298192920107842	U	CA2	GG1	GG3	5	31	5	31	0.167680287291799	-0.46935636052022633	0.116888689138388	-0.873655521855898	0.6370366478120253	0.990544210994286
CPA3	0.982308127978206	0.8667463735419837	2.1175295156941045	0.04081617500408573	0.7409386929091899	0.13021772512827332	U	CPA3	GG1	GG3	5	31	5	31	0.533283344999191	-0.33346302854279275	0.616779489901692	-0.365528638076514	0.8667463735419837	0.982308127978206
KLK3	0.9810909637549641	0.680948777358686	2.556924679916183	0.014676967949218843	0.7409386929091899	0.13021772512827332	U	KLK3	GG1	GG3	5	31	5	31	0.5465446833960368	-0.13440409396264916	0.746439884480927	-0.234651079274037	0.680948777358686	0.9810909637549641
TTC22	-0.9807887877093571	-0.9852696519210291					D	TTC22	GG1	GG3	5	31	2	12	-0.930850218958809	0.05441943296222008	-0.930850218958809	0.04993856875054805	0.9852696519210291	0.9807887877093571
CD3G	0.9758660545545406	0.8720980073320461					U	CD3G	GG1	GG3	5	31	2	5	0.5982870723352756	-0.2738109349967706	0.5982870723352756	-0.377578982219265	0.8720980073320461	0.9758660545545406
KCNMB1	0.974909358105847	0.9018454466835297					U	KCNMB1	GG1	GG3	5	31	2	7	0.49243593999706303	-0.4094095066864667	0.49243593999706303	-0.482473418108784	0.9018454466835297	0.974909358105847
DCN	0.974351037409454	0.9510962376690647	3.1502377046384074	0.003174869708548003	0.7409386929091899	0.13021772512827332	U	DCN	GG1	GG3	5	31	5	31	0.458329301004452	-0.4927669366646127	0.335706090259006	-0.638644947150448	0.9510962376690647	0.974351037409454
SST	-0.970630457329662	-0.6724617605666106					D	SST	GG1	GG3	5	31	3	21	-0.872763184955598	-0.20030142438898743	-1.09337834165507	-0.122747884325408	0.6724617605666106	0.970630457329662
RUNX2	0.96961778554157	1.0761771984670045					U	RUNX2	GG1	GG3	5	31	1	9	0.313714197758535	-0.7624630007084695	0.313714197758535	-0.655903587783035	1.0761771984670045	0.96961778554157
VWA5B2	-0.9684061843517825	-0.9168378324575142					D	VWA5B2	GG1	GG3	5	31	2	12	-0.6104024134148205	0.3064354190426937	-0.6104024134148205	0.358003770936962	0.9168378324575142	0.9684061843517825
CHRM3	0.965884666430984	0.8989501991550428					U	CHRM3	GG1	GG3	5	31	1	6	0.682237666486277	-0.21671253266876578	0.682237666486277	-0.283646999944707	0.8989501991550428	0.965884666430984
JSRP1	-0.9656816414829614	-0.9224495738005377					D	JSRP1	GG1	GG3	5	31	2	14	-1.2412587874506165	-0.31880921365007875	-1.2412587874506165	-0.27557714596765504	0.9224495738005377	0.9656816414829614
CABLES1	0.96473446013927	0.6250807103924882					U	CABLES1	GG1	GG3	5	31	3	18	0.42008299768900464	-0.20499771270348363	0.709920024105296	-0.254814436033974	0.6250807103924882	0.96473446013927
RSPH1	0.964550334224098	0.8876960689344553					U	RSPH1	GG1	GG3	5	31	1	3	0.834821252568998	-0.05287481636545732	0.834821252568998	-0.1297290816551	0.8876960689344553	0.964550334224098
CSPP1	0.9573399745399436	0.948142128688937					U	CSPP1	GG1	GG3	5	31	1	6	0.864431907641075	-0.08371022104786198	0.864431907641075	-0.09290806689886855	0.948142128688937	0.9573399745399436
HBA1	0.9561214066357939	0.5124411710125791	0.9021622867610877	0.37265374344515	0.8313257116594499	0.08022878721236376	U	HBA1	GG1	GG3	5	31	5	31	0.019837343253082017	-0.4926038277594971	0.151590194113232	-0.804531212522562	0.5124411710125791	0.9561214066357939
MSMB	0.954923688373382	0.7726012926535054	2.276553403211292	0.028532187554226835	0.7409386929091899	0.13021772512827332	U	MSMB	GG1	GG3	5	31	5	31	0.3013270299159464	-0.471274262737559	0.298112833064412	-0.65681085530897	0.7726012926535054	0.954923688373382
DOT1L	0.9495076276899237	0.910742749291815					U	DOT1L	GG1	GG3	5	31	1	5	0.934457650083635	0.023714900791819985	0.934457650083635	-0.0150499776062887	0.910742749291815	0.9495076276899237
RIMS2	0.9465031022355255	1.0158300394131978					U	RIMS2	GG1	GG3	5	31	2	14	0.877946395879903	-0.13788364353329483	0.877946395879903	-0.0685567063556225	1.0158300394131978	0.9465031022355255
NPY	0.9464318363183661	0.5611003238772663	1.0337973265112421	0.30776561198968816	0.8043072607937714	0.0945780107349366	U	NPY	GG1	GG3	5	31	5	31	-0.44213353006259304	-1.0032338539398593	-0.228195707434574	-1.17462754375294	0.5611003238772663	0.9464318363183661
ADIRF	0.94383357663246	0.7603483094380226	2.4586135259252715	0.01861660888236561	0.7409386929091899	0.13021772512827332	U	ADIRF	GG1	GG3	5	31	5	31	0.17708917170411184	-0.5832591377339107	0.354166810354953	-0.589666766277507	0.7603483094380226	0.94383357663246
ZNF440	-0.9438113383956089	-1.0458180131204409					D	ZNF440	GG1	GG3	5	31	2	13	-0.949599742610294	0.09621827051014696	-0.949599742610294	-0.0057884042146851	1.0458180131204409	0.9438113383956089
SERPINA1	0.9383778010313	0.5143979600614371	2.135408457210346	0.03923390004996625	0.7409386929091899	0.13021772512827332	U	SERPINA1	GG1	GG3	5	31	5	31	0.26817024014971863	-0.24622771991171846	0.632006762779759	-0.306371038251541	0.5143979600614371	0.9383778010313
PDIA2	-0.9381186975558153	-1.1428283250182583					D	PDIA2	GG1	GG3	5	31	1	5	-0.0272677845835974	1.115560540434661	-0.0272677845835974	0.910850912972218	1.1428283250182583	0.9381186975558153
SPRTN	0.937764841298928	0.8694522565480707					U	SPRTN	GG1	GG3	5	31	2	16	0.5839777457237295	-0.2854745108243411	0.5839777457237295	-0.3537870955751985	0.8694522565480707	0.937764841298928
IGSF1	0.934943055370183	0.8083520513972138					U	IGSF1	GG1	GG3	5	31	1	8	0.688265738439541	-0.1200863129576728	0.688265738439541	-0.246677316930642	0.8083520513972138	0.934943055370183
MUC4	0.9272252697819927	0.8726000937233339					U	MUC4	GG1	GG3	5	31	1	10	0.900812522901735	0.028212429178401104	0.900812522901735	-0.0264127468802577	0.8726000937233339	0.9272252697819927
IFFO1	0.9269778840272	0.9992226248638126					U	IFFO1	GG1	GG3	5	31	1	3	0.401278770478809	-0.5979438543850036	0.401278770478809	-0.525699113548391	0.9992226248638126	0.9269778840272
MYH7	-0.9240303444409699	-0.4320392892905347	-0.7494378537962824	0.45820801018464646	0.8682830842037389	0.06133865977259201	D	MYH7	GG1	GG3	5	31	5	31	-1.948651564685663	-1.5166122753951283	-2.32269398060736	-1.39866363616639	0.4320392892905347	0.9240303444409699
AZGP1	0.921370076135227	1.1666255710901066	3.350721433940532	0.001831674088549544	0.7409386929091899	0.13021772512827332	U	AZGP1	GG1	GG3	5	31	5	31	0.8244858979610183	-0.3421396731290882	0.547696115755956	-0.373673960379271	1.1666255710901066	0.921370076135227
TMEM150A	-0.9175693997399336	-0.9175693997399336					D	TMEM150A	GG1	GG3	5	31	1	2	-0.129063357702312	0.7885060420376215	-0.129063357702312	0.7885060420376215	0.9175693997399336	0.9175693997399336
CA1	0.9170279173424569	0.5032061263901849	0.8517574184792586	0.39968490413079166	0.8408272723020745	0.0752932103739463	U	CA1	GG1	GG3	5	31	5	31	-0.07886495832765039	-0.5820710847178353	0.12697578948725	-0.790052127855207	0.5032061263901849	0.9170279173424569
SAA1	0.9088383607105921	0.5623729987632397	1.5852571734188483	0.12165414531539129	0.7441519366825056	0.12833838363946304	U	SAA1	GG1	GG3	5	31	5	29	-0.3789698542103742	-0.9413428529736139	-0.120549433842218	-1.02938779455281	0.5623729987632397	0.9088383607105921
CSNK1G2	0.9024086370398997	0.814660703620273					U	CSNK1G2	GG1	GG3	5	31	2	14	0.9487658987912125	0.13410519517093955	0.9487658987912125	0.0463572617513128	0.814660703620273	0.9024086370398997
PI15	0.899415676528326	1.0214487226973266	2.609421953678919	0.012901208265759988	0.7409386929091899	0.13021772512827332	U	PI15	GG1	GG3	5	31	5	31	0.4917701197242456	-0.5296786029730809	0.240385458497725	-0.659030218030601	1.0214487226973266	0.899415676528326
