Feature	Log2FC(median)	Log2FC(mean)	ModeratedT(Stats)	ModeratedT(P-value)	FDR	-Log10(FDR)	Significance	Gene	group1_label	group2_label	n_group1_total	n_group2_total	n_group1_nonmissing	n_group2_nonmissing	group1_mean	group2_mean	group1_median	group2_median	AbsLog2FC(mean)	AbsLog2FC(median)
FOSL2	0.15326435144011735	0.08250275256698643	0.32542339273462556	0.7474650651868171	0.9849451370134303	0.006587959711431571	NS	FOSL2	GG1	GG2	5	24	4	20	0.19603819455933671	0.11353544199235029	0.13995566399530124	-0.0133086874448161	0.08250275256698643	0.15326435144011735
BDH2	0.1532603971478195	0.08746073445828387	0.6199548994056855	0.5398181999359853	0.9616078871282656	0.017001983234184656	NS	BDH2	GG1	GG2	5	24	5	24	0.05506469246209526	-0.0323960419961886	0.067122213642846	-0.0861381835049735	0.08746073445828387	0.1532603971478195
CA5B	0.15324940793430786	0.04990383908541738	0.4555764820304614	0.6518697288877183	0.9773019813269638	0.009971220764653645	NS	CA5B	GG1	GG2	5	24	5	24	0.06548744180736497	0.015583602721947592	0.111794749882034	-0.04145465805227385	0.04990383908541738	0.15324940793430786
MCTS2	0.15323863853556371	0.074351430333229	0.4979849490621588	0.6221257140729681	0.9751174372193501	0.010943077362996776	NS	MCTS2	GG1	GG2	5	24	5	23	0.12913073499124922	0.05477930465802022	0.135302404176868	-0.0179362343586957	0.074351430333229	0.15323863853556371
CHST3	0.15323257936642654	0.3036735965473222					NS	CHST3	GG1	GG2	5	24	1	4	0.843670231691558	0.5399966351442358	0.843670231691558	0.6904376523251314	0.3036735965473222	0.15323257936642654
FKBP1B	0.153157577558445	0.4744475694728404	2.467884273970595	0.022737306939781682	0.9551545217033582	0.019926364024041746	NS	FKBP1B	GG1	GG2	5	24	4	14	0.48705179111154084	0.012604221638700452	0.2091596357401399	0.0560020581816949	0.4744475694728404	0.153157577558445
UBASH3B	0.15311680591272642	0.10385185418562011	0.8365223250260855	0.4092633874502323	0.9587604446797906	0.018289891838696243	NS	UBASH3B	GG1	GG2	5	24	5	24	0.09722874732957895	-0.006623106856041154	0.14077405457173	-0.0123427513409964	0.10385185418562011	0.15311680591272642
TMEM150C	0.15309467110653813	0.24286123820022668	1.1944153186456536	0.24352522445348768	0.9587604446797906	0.018289891838696243	NS	TMEM150C	GG1	GG2	5	24	4	19	0.19973974905642178	-0.04312148914380489	0.06137223982348451	-0.0917224312830536	0.24286123820022668	0.15309467110653813
TIMP4	0.15307399922495046	0.12700976423174085					NS	TIMP4	GG1	GG2	5	24	2	8	0.19412011079345848	0.06711034656171763	0.19412011079345848	0.04104611156850801	0.12700976423174085	0.15307399922495046
LSM5	0.153067006910806	0.051751739652691885	0.2086614026333111	0.8366324162552485	0.9901106439343221	0.004316270690180973	NS	LSM5	GG1	GG2	5	24	4	16	0.0023814316038422573	-0.04937030804884963	-0.011428841968860015	-0.164495848879666	0.051751739652691885	0.153067006910806
CADPS2	-0.15306098764546383	-0.08288646425553703	-0.722740274485042	0.47525720091094087	0.9587604446797906	0.018289891838696243	NS	CADPS2	GG1	GG2	5	24	5	24	0.049034240141306064	0.13192070439684309	-0.0177320300570578	0.13532895758840602	0.08288646425553703	0.15306098764546383
MED28	-0.15302147198422728	-0.07698870136551816	-0.8867540481855435	0.38203929418473714	0.9587604446797906	0.018289891838696243	NS	MED28	GG1	GG2	5	24	5	24	-0.008907644124707303	0.06808105724081086	-0.0496447100214983	0.10337676196272899	0.07698870136551816	0.15302147198422728
DSN1	-0.15301730093631405	-0.08059173345795367	-1.1652666427185687	0.2527993934110091	0.9587604446797906	0.018289891838696243	NS	DSN1	GG1	GG2	5	24	5	24	-0.06398774833201018	0.01660398512594349	-0.128785850463325	0.02423145047298905	0.08059173345795367	0.15301730093631405
TBC1D22B	0.15298633339674886	0.08730352114226334	0.9350548243432851	0.3569872185197938	0.9587604446797906	0.018289891838696243	NS	TBC1D22B	GG1	GG2	5	24	5	24	0.0462946855799382	-0.041008835562325145	0.108335522687156	-0.04465081070959285	0.08730352114226334	0.15298633339674886
SLC7A2	-0.152908653738059	-0.21230726407777062					NS	SLC7A2	GG1	GG2	5	24	2	13	-0.298801559729915	-0.0864942956521444	-0.298801559729915	-0.145892905991856	0.21230726407777062	0.152908653738059
APOBR	-0.1528927764634309	-0.18315288423914802	-1.3251688307083158	0.19479993527878398	0.9587604446797906	0.018289891838696243	NS	APOBR	GG1	GG2	5	24	5	24	-0.16220923097015713	0.02094365326899088	-0.168071795170182	-0.015179018706751101	0.18315288423914802	0.1528927764634309
UBE2E3	0.152884742117541	0.03150780513043927	0.08532007403965043	0.932855267621369	0.9927164477239807	0.0031747824958355594	NS	UBE2E3	GG1	GG2	5	24	4	14	-0.29076529315337474	-0.322273098283814	-0.287136362768783	-0.440021104886324	0.03150780513043927	0.152884742117541
BSCL2	0.1528767675919579	0.27327041565852506					NS	BSCL2	GG1	GG2	5	24	3	17	0.1378910230087017	-0.13537939264982335	0.130211997981596	-0.0226647696103619	0.27327041565852506	0.1528767675919579
ADPRM	0.15287160011110765	0.13221147911842307					NS	ADPRM	GG1	GG2	5	24	3	18	0.19784094350838533	0.06562946438996227	0.211710559724215	0.058838959613107346	0.13221147911842307	0.15287160011110765
CHAD	-0.1527978245553797	-0.13266881016649495					NS	CHAD	GG1	GG2	5	24	3	14	0.013768443419240958	0.14643725358573592	0.0143995507352228	0.16719737529060252	0.13266881016649495	0.1527978245553797
COMP	-0.1527864176495055	-0.23158385318209468	-0.8535994120079806	0.3998749445339753	0.9587604446797906	0.018289891838696243	NS	COMP	GG1	GG2	5	24	5	24	-0.6308935177416389	-0.39930966455954425	-0.522975420758528	-0.3701890031090225	0.23158385318209468	0.1527864176495055
KIT	0.15277821495164184	0.006383831515256011					NS	KIT	GG1	GG2	5	24	2	11	0.10221957560286565	0.09583574408760964	0.10221957560286565	-0.0505586393487762	0.006383831515256011	0.15277821495164184
WDR53	0.1526761535046995	0.18947309928529224					NS	WDR53	GG1	GG2	5	24	2	8	0.0243117113616085	-0.16516138792368373	0.0243117113616085	-0.128364442143091	0.18947309928529224	0.1526761535046995
RPL19	0.15262095948456494	0.1701608850578079	1.5441950748957922	0.13268935332806328	0.9587604446797906	0.018289891838696243	NS	RPL19	GG1	GG2	5	24	5	24	0.17591906353580758	0.00575817847799967	0.13704141649812	-0.01557954298644495	0.1701608850578079	0.15262095948456494
NSF	-0.15260138792725358	-0.15708494711174037	-1.6221431014247052	0.1149006968527566	0.9587604446797906	0.018289891838696243	NS	NSF	GG1	GG2	5	24	5	24	-0.1023510545426862	0.05473389256905418	-0.0989089814454029	0.053692406481850696	0.15708494711174037	0.15260138792725358
DES	0.15253757167527932	0.10086696124054784	0.6972011388821644	0.4908729225591717	0.9587604446797906	0.018289891838696243	NS	DES	GG1	GG2	5	24	5	24	-0.027980151882561637	-0.12884711312310948	0.0392936079074353	-0.113243963767844	0.10086696124054784	0.15253757167527932
RNF121	-0.15247326844655762	-0.07907832514783816	-0.55871097294037	0.5811395481018129	0.9693492224050667	0.01351973374350707	NS	RNF121	GG1	GG2	5	24	4	20	-0.05634985642316828	0.022728468724669878	-0.0395677105347024	0.1129055579118552	0.07907832514783816	0.15247326844655762
ATP6AP2	0.15237225532242335	0.3628123026233081	2.5433693599423917	0.016185449023254448	0.9314776152262169	0.03082757737594436	NS	ATP6AP2	GG1	GG2	5	24	5	24	0.29133117655463064	-0.07148112606867746	0.103766632710585	-0.048605622611838345	0.3628123026233081	0.15237225532242335
MRPL35	0.15236714672365745	0.06917613934458378	0.5206808733320784	0.6062885047182043	0.9721079435444987	0.012285508033723141	NS	MRPL35	GG1	GG2	5	24	5	24	0.1072976399723842	0.038121500627800425	0.11400819158173	-0.03835895514192745	0.06917613934458378	0.15236714672365745
SLC34A3	-0.152337647538906	-0.09343140518992055					NS	SLC34A3	GG1	GG2	5	24	3	17	-0.173108958190596	-0.07967755300067544	-0.260375153296864	-0.108037505757958	0.09343140518992055	0.152337647538906
GLOD4	0.1523345051499622	0.1183555835062443	1.2531318763001342	0.21952758906474912	0.9587604446797906	0.018289891838696243	NS	GLOD4	GG1	GG2	5	24	5	24	0.18188823380443306	0.06353265029818876	0.164019560801287	0.0116850556513248	0.1183555835062443	0.1523345051499622
PALD1	0.15229146630584284	0.07929081840428663	0.8216224847248071	0.41756626792900203	0.9587604446797906	0.018289891838696243	NS	PALD1	GG1	GG2	5	24	5	24	0.012138231086514892	-0.06715258731777174	0.0709785148884761	-0.08131295141736675	0.07929081840428663	0.15229146630584284
HSD17B11	0.1522697786834376	0.0021080119054995294	0.012502454704159876	0.9901048608904043	0.9984773144911662	0.0006617978971607092	NS	HSD17B11	GG1	GG2	5	24	5	24	-0.13702103324205075	-0.13912904514755028	-0.0311842434144034	-0.183454022097841	0.0021080119054995294	0.1522697786834376
PARP3	0.15226658197037768	0.2496229823425881					NS	PARP3	GG1	GG2	5	24	1	8	0.306331727964071	0.05670874562148289	0.306331727964071	0.1540651459936933	0.2496229823425881	0.15226658197037768
FGD4	0.1522528756133096	0.12230047553704973	1.3442056531157158	0.18863700240069786	0.9587604446797906	0.018289891838696243	NS	FGD4	GG1	GG2	5	24	5	24	0.07575375419486123	-0.046546721342188506	0.109291598520198	-0.0429612770931116	0.12230047553704973	0.1522528756133096
FAP	-0.15221494047794853	-0.17319705894598192	-0.6817411526528582	0.500464692459755	0.9591609129113918	0.018108527628947848	NS	FAP	GG1	GG2	5	24	5	24	-0.4567304963506878	-0.2835334374047059	-0.481963652546659	-0.3297487120687105	0.17319705894598192	0.15221494047794853
PXMP4	-0.15218669650621747	-0.026405969577582542	-0.17357679252528377	0.863404018783173	0.9903281368236717	0.00422088176627665	NS	PXMP4	GG1	GG2	5	24	4	23	0.023732342883551926	0.05013831246113447	-0.08828078696564115	0.0639059095405763	0.026405969577582542	0.15218669650621747
PLEKHA1	-0.15197084028223926	-0.10948302989878303	-1.4518778245356883	0.15658200472147488	0.9587604446797906	0.018289891838696243	NS	PLEKHA1	GG1	GG2	5	24	5	24	-0.0737725490554583	0.03571048084332474	-0.0833559668471233	0.06861487343511595	0.10948302989878303	0.15197084028223926
SURF6	0.15192657147623678	0.09618631135026659	0.8218943590090236	0.41741383997896964	0.9587604446797906	0.018289891838696243	NS	SURF6	GG1	GG2	5	24	5	24	0.015189102700112412	-0.08099720865015418	0.121624843164377	-0.0303017283118598	0.09618631135026659	0.15192657147623678
MYOZ1	-0.1517861229363885	0.09953750911851125	0.3700086069726878	0.7142627039464039	0.9849451370134303	0.006587959711431571	NS	MYOZ1	GG1	GG2	5	24	4	21	0.031193080143801788	-0.06834442897470946	-0.2781790479461155	-0.126392925009727	0.09953750911851125	0.1517861229363885
ELAPOR1	-0.1517639899787925	-0.11741761901146125	-0.8768489916164252	0.38731341716265505	0.9587604446797906	0.018289891838696243	NS	ELAPOR1	GG1	GG2	5	24	5	24	0.049230463925722306	0.16664808293718356	0.0624222637990215	0.214186253777814	0.11741761901146125	0.1517639899787925
CHTOP	0.1517416901783333	0.15567815733489537	1.4493957473091372	0.15726888394771563	0.9587604446797906	0.018289891838696243	NS	CHTOP	GG1	GG2	5	24	5	24	0.08409612365594477	-0.0715820336789506	0.107728063469956	-0.0440136267083773	0.15567815733489537	0.1517416901783333
ACOT8	-0.1516918816915394	-0.0823582149982367	-0.7870682522753223	0.43721821085565626	0.9587604446797906	0.018289891838696243	NS	ACOT8	GG1	GG2	5	24	5	24	-0.07904447414178356	0.003313740856453147	-0.137102927818773	0.014588953872766399	0.0823582149982367	0.1516918816915394
PDIA3	-0.1516705917888117	-0.0957036412615853	-1.0301809490124054	0.31089609386692085	0.9587604446797906	0.018289891838696243	NS	PDIA3	GG1	GG2	5	24	5	24	-0.056094434755350385	0.039609206506234916	-0.0599685872637119	0.0917020045250998	0.0957036412615853	0.1516705917888117
PSTPIP2	0.1516224136395326	0.06538022749275793	0.5889112350392098	0.5601880476283114	0.9673007446323673	0.014438477904724087	NS	PSTPIP2	GG1	GG2	5	24	5	24	0.07205588625539316	0.006675658762635234	0.151442030056328	-0.00018038358320460017	0.06538022749275793	0.1516224136395326
MYOF	-0.1514186528417226	-0.09870067375997141	-0.7653990462879805	0.44982236836380474	0.9587604446797906	0.018289891838696243	NS	MYOF	GG1	GG2	5	24	5	24	-0.14146942207491287	-0.042768748314941464	-0.215613154241428	-0.0641945013997054	0.09870067375997141	0.1514186528417226
ITFG2	-0.1514084799223436	-0.09336818223521817	-1.0668433425252397	0.29428093935491867	0.9587604446797906	0.018289891838696243	NS	ITFG2	GG1	GG2	5	24	5	24	-0.02091528081570112	0.07245290141951706	-0.0710733289877261	0.0803351509346175	0.09336818223521817	0.1514084799223436
FANCI	-0.1513084307278334	-0.19377229970263846	-1.2457845164075325	0.22217708009090356	0.9587604446797906	0.018289891838696243	NS	FANCI	GG1	GG2	5	24	5	24	-0.1142890136802491	0.07948328602238935	-0.0953653725444856	0.0559430581833478	0.19377229970263846	0.1513084307278334
CRTAP	0.1512812159930076	0.060082242523923024	0.649950879525443	0.5205116653566407	0.9599598202062094	0.017746944281171496	NS	CRTAP	GG1	GG2	5	24	5	24	-0.07249868295339704	-0.13258092547732006	-0.0104433698310809	-0.1617245858240885	0.060082242523923024	0.1512812159930076
ATP1B3	-0.15121053754100028	-0.1686429058615717	-1.3845970520257798	0.17606155279382762	0.9587604446797906	0.018289891838696243	NS	ATP1B3	GG1	GG2	5	24	5	24	-0.05977667113723406	0.10886623472433765	-0.0183540544289258	0.13285648311207449	0.1686429058615717	0.15121053754100028
FAM3A	0.15118617934367132	0.14446215858475125	1.1872891623849633	0.24723159151505048	0.9587604446797906	0.018289891838696243	NS	FAM3A	GG1	GG2	5	24	4	17	0.1596628776811719	0.015200719096420637	0.1586581217096225	0.0074719423659512	0.14446215858475125	0.15118617934367132
ARL6IP4	0.15114118329535492	0.06873065953466664	0.44834436110957326	0.6570228017351173	0.9773019813269638	0.009971220764653645	NS	ARL6IP4	GG1	GG2	5	24	5	24	-0.04042451358458431	-0.10915517311925095	0.0875502647526805	-0.0635909185426744	0.06873065953466664	0.15114118329535492
GNA15	0.15113118472544412	0.2683289106433546					NS	GNA15	GG1	GG2	5	24	3	19	0.25999792738050836	-0.008330983262846236	0.185624073037661	0.0344928883122169	0.2683289106433546	0.15113118472544412
LRRC26	-0.15111566294068304	0.035991040539376434	0.24088541538732655	0.8112300103409489	0.9876786179909683	0.00538434806297359	NS	LRRC26	GG1	GG2	5	24	5	24	0.09901880567280893	0.0630277651334325	-0.0779107791997324	0.07320488374095065	0.035991040539376434	0.15111566294068304
LAMC3	-0.15111423867617765	0.05923337795477718	0.2783816749273306	0.7825678856048021	0.9875630375340939	0.005435173190677135	NS	LAMC3	GG1	GG2	5	24	5	24	-0.03648468394609483	-0.09571806190087201	-0.248305185295943	-0.09719094661976535	0.05923337795477718	0.15111423867617765
CHN1	-0.15104613719310872	-0.12208566255815423	-1.2603119492353545	0.21696147352600723	0.9587604446797906	0.018289891838696243	NS	CHN1	GG1	GG2	5	24	5	24	-0.17687582898336385	-0.05479016642520962	-0.183185112629237	-0.0321389754361283	0.12208566255815423	0.15104613719310872
MYC	0.1509895735749468	-0.022898990430642197					NS	MYC	GG1	GG2	5	24	1	3	0.0475461875204828	0.070445177951125	0.0475461875204828	-0.103443386054464	0.022898990430642197	0.1509895735749468
USH1C	0.1508593716191739	-0.013277266251038033					NS	USH1C	GG1	GG2	5	24	1	4	0.196930772229773	0.21020803848081104	0.196930772229773	0.046071400610599104	0.013277266251038033	0.1508593716191739
AMT	-0.15085450008650003	-0.2117519182962373	-1.4682046887460838	0.15212308256564264	0.9587604446797906	0.018289891838696243	NS	AMT	GG1	GG2	5	24	5	24	-0.20950144731221837	0.0022504709840189263	-0.126359183466747	0.024495316619753047	0.2117519182962373	0.15085450008650003
ALG5	-0.1507231337912232	-0.09166456267903861	-0.7814703334322366	0.4404537272519158	0.9587604446797906	0.018289891838696243	NS	ALG5	GG1	GG2	5	24	5	24	0.032891443889601066	0.12455600656863967	0.0269632617269293	0.17768639551815252	0.09166456267903861	0.1507231337912232
CAPS	0.1506426271554625	0.10646698263928528	0.45468024321460543	0.652507383076969	0.9773019813269638	0.009971220764653645	NS	CAPS	GG1	GG2	5	24	5	24	-0.2001183321484195	-0.3065853147877048	-0.146660305714654	-0.2973029328701165	0.10646698263928528	0.1506426271554625
SUMO4	-0.1506368580672695	-0.09018522365346796					NS	SUMO4	GG1	GG2	5	24	2	5	-0.0338487591559325	0.056336464497535446	-0.0338487591559325	0.116788098911337	0.09018522365346796	0.1506368580672695
C9orf152	0.15063461792788724	0.15855007929636894	1.287646590511099	0.20739921086284738	0.9587604446797906	0.018289891838696243	NS	C9orf152	GG1	GG2	5	24	5	24	0.29410127891297483	0.1355511996166059	0.244826506219982	0.09419188829209475	0.15855007929636894	0.15063461792788724
BRAP	0.1505996619060883	0.07398278668865207	1.0917660765453985	0.28334871172239584	0.9587604446797906	0.018289891838696243	NS	BRAP	GG1	GG2	5	24	5	24	0.1250846426721712	0.05110185598351913	0.175935904286129	0.0253362423800407	0.07398278668865207	0.1505996619060883
SUPT7L	-0.15058538805264404	-0.23105503646823772	-1.4412313742952745	0.16244058401282427	0.9587604446797906	0.018289891838696243	NS	SUPT7L	GG1	GG2	5	24	4	18	-0.21231478383992836	0.018740252628309362	-0.09844370065123205	0.052141687401412	0.23105503646823772	0.15058538805264404
EMSY	-0.1504794563212344	-0.10212794093432534	-1.7161671675568484	0.09611043307839826	0.9587604446797906	0.018289891838696243	NS	EMSY	GG1	GG2	5	24	5	24	-0.03373508615147868	0.06839285478284665	-0.0451225514466334	0.105356904874601	0.10212794093432534	0.1504794563212344
C17orf100	0.1504169267651711	0.017676271631844015					NS	C17orf100	GG1	GG2	5	24	1	6	0.114523358703888	0.09684708707204398	0.114523358703888	-0.0358935680612831	0.017676271631844015	0.1504169267651711
MED13L	-0.1503685769651624	-0.05504754369910615	-0.46057421714242036	0.6484254471885413	0.9773019813269638	0.009971220764653645	NS	MED13L	GG1	GG2	5	24	5	23	-0.10101003032868672	-0.045962486629580565	-0.109067634963749	0.0413009420014134	0.05504754369910615	0.1503685769651624
GNAL	-0.15034195253232446	-0.44824974917202365					NS	GNAL	GG1	GG2	5	24	3	12	-0.155411559514159	0.2928381896578647	0.116157732267186	0.2664996847995105	0.44824974917202365	0.15034195253232446
NARF	-0.1503171010287541	0.2141020496276706	0.8016917288974547	0.4302859541872795	0.9587604446797906	0.018289891838696243	NS	NARF	GG1	GG2	5	24	4	19	0.09865734765635517	-0.11544470197131544	-0.1500870346811652	0.0002300663475889	0.2141020496276706	0.1503171010287541
CCNYL1	0.15027975953715525	0.054925575854365305					NS	CCNYL1	GG1	GG2	5	24	3	14	0.015176960381693324	-0.03974861547267198	0.119576068288199	-0.030703691248956246	0.054925575854365305	0.15027975953715525
PTPN14	-0.15027608993718486	-0.11986195782431819	-0.7372069635335738	0.4669195783307975	0.9587604446797906	0.018289891838696243	NS	PTPN14	GG1	GG2	5	24	5	22	-0.0278349573394985	0.0920270004848197	-0.10473295182016	0.04554313811702485	0.11986195782431819	0.15027608993718486
LGALS9	-0.1502698715722859	-0.18942087281500913	-1.5582444273411247	0.12932705515651644	0.9587604446797906	0.018289891838696243	NS	LGALS9	GG1	GG2	5	24	5	24	-0.17045110185957488	0.018969770955434246	-0.129277893045906	0.020991978526379903	0.18942087281500913	0.1502698715722859
PI4K2A	-0.15021555234359485	-0.14926402866595648	-1.8624846500225092	0.07203627584743401	0.9587604446797906	0.018289891838696243	NS	PI4K2A	GG1	GG2	5	24	5	24	-0.11943605552370155	0.029827973142254927	-0.115610504766791	0.03460504757680385	0.14926402866595648	0.15021555234359485
MAP2K1	0.15019192580604776	0.02935463190837204	0.29640685185686805	0.7688961702912476	0.9858966973940432	0.006168588204905527	NS	MAP2K1	GG1	GG2	5	24	5	24	0.05302274413742527	0.02366811222905323	0.148223173230519	-0.00196875257552875	0.02935463190837204	0.15019192580604776
NQO2	-0.15017577499525844	-0.06477088840509553	-0.3403331755100093	0.7359011542453862	0.9849451370134303	0.006587959711431571	NS	NQO2	GG1	GG2	5	24	5	24	0.027910406761952795	0.09268129516704832	-0.0603103520430972	0.08986542295216125	0.06477088840509553	0.15017577499525844
GLT8D1	-0.14999976771494225	-0.04973294223798233	-0.49424743957102457	0.6246157589410586	0.9751943257830775	0.010908834346470853	NS	GLT8D1	GG1	GG2	5	24	5	24	0.06103417704647378	0.11076711928445611	-0.0435305061879121	0.10646926152703015	0.04973294223798233	0.14999976771494225
FOXF1	0.1499851950450756	0.2426182004825745					NS	FOXF1	GG1	GG2	5	24	2	10	0.2719218783799925	0.02930367789741799	0.2719218783799925	0.12193668333491689	0.2426182004825745	0.1499851950450756
HSPA4L	-0.1498834617901505	-0.12342380303418092	-1.2204278261058505	0.23150529243703752	0.9587604446797906	0.018289891838696243	NS	HSPA4L	GG1	GG2	5	24	5	24	-0.12684327504153856	-0.003419472007357635	-0.202144599226544	-0.0522611374363935	0.12342380303418092	0.1498834617901505
HGSNAT	0.1498384760630291	0.19292842265617155	1.2105604161086239	0.23738496819223429	0.9587604446797906	0.018289891838696243	NS	HGSNAT	GG1	GG2	5	24	4	19	0.12328940693010375	-0.06963901572606782	0.100623162870485	-0.0492153131925441	0.19292842265617155	0.1498384760630291
LGALS3BP	0.14977047344649747	0.38707204459623407	1.7699333304259546	0.08657447838186647	0.9587604446797906	0.018289891838696243	NS	LGALS3BP	GG1	GG2	5	24	5	24	0.18348436733388782	-0.20358767726234625	-0.116511379180654	-0.2662818526271515	0.38707204459623407	0.14977047344649747
ATF2	-0.1496473688157204	-0.12860103401151235	-1.1177062823749002	0.27353949311929193	0.9587604446797906	0.018289891838696243	NS	ATF2	GG1	GG2	5	24	5	20	0.033091284171209316	0.16169231818272167	0.0458855526803141	0.19553292149603452	0.12860103401151235	0.1496473688157204
TNFAIP2	-0.14959283467542625	-0.20426900265126374	-1.557206502575614	0.12957305510798056	0.9587604446797906	0.018289891838696243	NS	TNFAIP2	GG1	GG2	5	24	5	24	-0.16895991974522842	0.035309082906035315	-0.144643174787165	0.004949659888261248	0.20426900265126374	0.14959283467542625
COL9A2	-0.14958147172998118	-0.09677750700859465	-0.3817145229776457	0.7053635666903671	0.9824178086208321	0.007703773528175107	NS	COL9A2	GG1	GG2	5	24	5	23	-0.13059069438753582	-0.033813187378941165	-0.173620728918896	-0.0240392571889148	0.09677750700859465	0.14958147172998118
MYO1C	0.14955411895980847	0.11686384744407727	1.3371774607825828	0.19089450215204334	0.9587604446797906	0.018289891838696243	NS	MYO1C	GG1	GG2	5	24	5	24	0.08214754604677564	-0.03471630139730162	0.0814908114046498	-0.06806330755515866	0.11686384744407727	0.14955411895980847
CETN2	0.14954356789483017	0.05444030256712863	0.7071445496831174	0.48475892739421317	0.9587604446797906	0.018289891838696243	NS	CETN2	GG1	GG2	5	24	5	24	0.04946005270278635	-0.004980249864342287	0.142069851691892	-0.007473716202938151	0.05444030256712863	0.14954356789483017
STMN1	-0.149514293344406	-0.02208128060473541	-0.17066223591148438	0.8655983796046318	0.9903281368236717	0.00422088176627665	NS	STMN1	GG1	GG2	5	24	5	24	-0.18764283012930041	-0.165561549524565	-0.327630303083304	-0.178116009738898	0.02208128060473541	0.149514293344406
ABCB6	-0.1494953059333048	-0.13296294212803347	-0.9444654779810586	0.3522353357358662	0.9587604446797906	0.018289891838696243	NS	ABCB6	GG1	GG2	5	24	5	24	-0.10221019198600542	0.030752750142028055	-0.188982141887529	-0.0394868359542242	0.13296294212803347	0.1494953059333048
SQOR	-0.14944907981929034	-0.06632969042747446	-0.3660816964053045	0.7167906629202009	0.9849451370134303	0.006587959711431571	NS	SQOR	GG1	GG2	5	24	5	24	0.011428793977860119	0.07775848440533457	-0.0521051929384484	0.09734388688084195	0.06632969042747446	0.14944907981929034
TYMP	-0.14939792071703795	-0.1681712048032895	-1.1575563566327647	0.2558864818010286	0.9587604446797906	0.018289891838696243	NS	TYMP	GG1	GG2	5	24	5	24	-0.23227477658776433	-0.0641035717844748	-0.191834167906203	-0.04243624718916505	0.1681712048032895	0.14939792071703795
SLC12A8	-0.14939709420081015	-0.2534597015597263	-1.0418014655336407	0.30881773036122023	0.9587604446797906	0.018289891838696243	NS	SLC12A8	GG1	GG2	5	24	4	16	-0.06197010995424651	0.19148959160547982	-0.053671343878013505	0.09572575032279665	0.2534597015597263	0.14939709420081015
IFRD2	-0.14937655314583437	-0.05210629980641038	-0.42357317139430006	0.6748016594748603	0.9777346623102167	0.009778988084892084	NS	IFRD2	GG1	GG2	5	24	5	24	-0.011415809750315925	0.04069049005609445	-0.104319567264538	0.04505698588129635	0.05210629980641038	0.14937655314583437
TOMM70	-0.1493631293435674	-0.04428848037093677	-0.4643960989838492	0.645609066334053	0.9773019813269638	0.009971220764653645	NS	TOMM70	GG1	GG2	5	24	5	24	-0.05450065679146299	-0.010212176420526213	-0.189555933077797	-0.0401928037342296	0.04428848037093677	0.1493631293435674
LMF1	-0.14935847393221335	-0.11527032335668405	-0.6986169064547799	0.4909937430628736	0.9587604446797906	0.018289891838696243	NS	LMF1	GG1	GG2	5	24	4	20	-0.0817242110182755	0.033546112338408554	-0.1544031225526745	-0.00504464862046115	0.11527032335668405	0.14935847393221335
MAP4	0.14933742781818798	0.10225330726783889	1.3345658536318699	0.19173866271970955	0.9587604446797906	0.018289891838696243	NS	MAP4	GG1	GG2	5	24	5	24	0.027598462302649174	-0.07465484496518972	0.0624610178050049	-0.0868764100131831	0.10225330726783889	0.14933742781818798
ANKRD35	0.14927462750358922	0.11536194374704259	1.3364546929577328	0.19112783772635028	0.9587604446797906	0.018289891838696243	NS	ANKRD35	GG1	GG2	5	24	5	24	0.06472280426751473	-0.050639139479527855	0.0932681151879926	-0.0560065123155966	0.11536194374704259	0.14927462750358922
HBM	-0.14927218021172742	-0.14927218021172742					NS	HBM	GG1	GG2	5	24	1	2	-0.206631577853531	-0.05735939764180359	-0.206631577853531	-0.05735939764180359	0.14927218021172742	0.14927218021172742
SRGAP3	-0.14924962142811604	-0.15898446928075383	-1.115986556276425	0.2750401334614762	0.9587604446797906	0.018289891838696243	NS	SRGAP3	GG1	GG2	5	24	4	19	-0.17618232382622687	-0.017197854545473033	-0.19958146380639774	-0.0503318423782817	0.15898446928075383	0.14924962142811604
C1QTNF1	0.1492490266353712	0.1107885405929931					NS	C1QTNF1	GG1	GG2	5	24	1	8	0.0414607608661597	-0.0693277797268334	0.0414607608661597	-0.1077882657692115	0.1107885405929931	0.1492490266353712
SAMSN1	0.14922988638248919	0.08732718335751634	0.44359897306092894	0.6605155104718912	0.9773019813269638	0.009971220764653645	NS	SAMSN1	GG1	GG2	5	24	5	23	0.00016664591266311312	-0.08716053744485322	0.0645510703730787	-0.0846788160094105	0.08732718335751634	0.14922988638248919
CBWD3	0.1492116845355259	0.07012017693200705					NS	CBWD3	GG1	GG2	5	24	3	11	-0.001902901545625696	-0.07202307847763274	0.0324823622815149	-0.116729322254011	0.07012017693200705	0.1492116845355259
ADIRF	0.149186170906991	0.22020492059413643	0.7650447355001242	0.45003023819883486	0.9587604446797906	0.018289891838696243	NS	ADIRF	GG1	GG2	5	24	5	24	0.17708917170411184	-0.043115748890024584	0.354166810354953	0.20498063944796202	0.22020492059413643	0.149186170906991
TCF7	0.1491775607063236	0.10797250146288984	0.8754798349964946	0.38932936805009977	0.9587604446797906	0.018289891838696243	NS	TCF7	GG1	GG2	5	24	4	20	0.0770308030015074	-0.03094169846138244	0.0968090208663518	-0.0523685398399718	0.10797250146288984	0.1491775607063236
